,Date,Tweet,Tweet Source,Retweets,Likes,Location,Clean Tweet,SS
786,2020-12-28 02:11:51,"@mastersheefu_

Good Morning
🙏🙏🙏

To support farmers I am posting this picture
🌾🌾🌾 
#WeStandWithFarmers 
#FarmersBill https://t.co/xzbciPZhpI",Twitter for Android,1,3,"New Delhi, India",good morning support farmers posting this picture,POSITIVE
787,2020-12-28 00:51:21,"Press briefing at AICC headquarters 24 Akbar Road, Delhi on Sunday #farmdraconians #FarmersBill #Farmers #FarmersProtest #farmer #tractor2tweeter https://t.co/ZyrPD4dUfJ",Twitter for Android,19,65,,press briefing aicc headquarters akbar road delhi sunday,NEGATIVE
788,2020-12-27 21:49:50,"@SrBachchan Sir, there are more important things you have to tweet, and say sorry for things u said nothing..,rather than this type of useless tweets, jo badey parde ka angry young man ko shoba nahi detha..!
#FarmersProtest #FarmersBill",Twitter for Android,0,1,,sir there are more important things you have tweet and say sorry for things said nothingrather than this type useless tweets badey parde angry young man shoba nahi detha,NEGATIVE
789,2020-12-27 21:33:37,"It's High time to

Rollback the #KisanBill
Sit with #KisanReps
#Discuss the practicality
Implement a Bill

#Respect the #Farmers &amp; #FarmersProtests 

Respect #Humanity

#FarmersBill #kisanandolan #FarmersProtest",Twitter for Android,0,0,"New Delhi, India",its high time rollback the sit with the practicality implement bill the amp respect,POSITIVE
790,2020-12-27 19:30:43,"Are you supporting the farmers agitation?

#farmersrprotest #FarmerBill2020 #FarmersBill #FarmersProtest",Twitter Web App,0,0,"New Delhi, Delhi",are you supporting the farmers agitation,NEGATIVE
791,2020-12-27 19:11:02,Get a law which can sack those who try to spread rumours. #FarmersBill #FarmersWithModi,Twitter for Android,0,1,,get law which can sack those who try spread rumours,NEGATIVE
792,2020-12-27 18:52:48,Protesters in Brampton stand with farmers in India. They say 3 new laws will see crop prices slashed and farmers exploited by large corporations. #FarmersProtest #FarmersProtests #FarmersBill #brampton #ReporterDiary #protest #NoFarmersNoFood #NoFarmerNofood https://t.co/fE7kSUl846,Twitter for iPhone,1,6,"Toronto, Canada",protesters brampton stand with farmers india they say new laws will see crop prices slashed and farmers exploited large corporations,NEGATIVE
793,2020-12-27 18:32:37,So astonishing to see the way obstinacy is building in our way of working —- either my way or highway #FarmersBill,Twitter for iPhone,0,0,NCR - DELHI,astonishing see the way obstinacy building our way working either way highway,NEGATIVE
794,2020-12-27 18:31:40,"Just hear the language of this shameless character #VinayDubey,
He's openly abusing ppl holding constitutional posts &amp; sayng vulgar things agnst our PM.
What's going on in the name of #FarmersProtest?
@ippatel @gauravbh @goelgauravbjp @sambitswaraj @TheDeepak2020In 
#FarmersBill https://t.co/9Bgnmmi7ze",Twitter for Android,2,1,"New Delhi, India",just hear the language this shameless character hes openly abusing ppl holding constitutional posts amp sayng vulgar things agnst our whats going the name,NEGATIVE
795,2020-12-27 18:23:38,The intellectual level of these so-called bhade ke #Farmers can be seen clearly. And they claim they can comprehend #FarmersBill inside out🤦🏻‍♂️🤣#FarmersProtest https://t.co/k87K1vylkT,Twitter for iPhone,0,7,Ki Farak Penda,the intellectual level these socalled bhade can seen clearly and they claim they can comprehend inside out,POSITIVE
796,2020-12-27 18:04:57,#farmersprotests . Farmers listen ... @RahulGandhi told that’s why Modi ji got #Farmersbill . Now why ur protesting !!! 😂I am sure RG will say he told that’s why Modi ji did it . https://t.co/XDUSMaoebq,Twitter for iPhone,1,2,"Bengaluru, India",farmers listen told thats why modi got now why protesting sure will say told thats why modi did,NEGATIVE
797,2020-12-27 17:56:00,"Now the hidden mice in the bill are also crying after hearing the storm..
#BoycottRelianceProducts #BoycottJioSIM #FarmersProstests #FarmersBill #KisanVirodhiNarendraModi @JM_Scindia #boycottbjp https://t.co/wNKihtMkO5",Twitter for Android,0,2,Mumbai ,now the hidden mice the bill are also crying after hearing the storm,NEGATIVE
798,2020-12-27 17:54:01,"Need to nearly scrap #FarmersBill
Farmers right to approach civil court has been unconsitutionally barred.
No farmer can fight the corporate in case of dispute as farmers are not protected from contractual conditions. @sudhirchaudhary @aajtak @RSSorg @DainikBhaskar @narendramodi https://t.co/S2IiT3Hwwg",Twitter for Android,1,0,#JaiHind,need nearly scrap farmers right approach civil court has been unconsitutionally barred farmer can fight the corporate case dispute farmers are not protected from contractual conditions,NEGATIVE
799,2020-12-27 17:53:27,"#Reality #Truth behind #farmersrprotest #FarmersProtest 

#FarmersBill 
#FarmersProtestHijacked 

#FarmersWithModi 
#DiljitDosanjh 

#KhalistaniTerrorism https://t.co/MW3Og1jNW9",Twitter Web App,0,1,,behind,POSITIVE
800,2020-12-27 17:38:19,"@Sanpree62321337 @lucky11rohit @arijitsinghfan_ @better_delhincr @DKSanthiran @Meghnaad_ @pradeep_soni22 @Inno_Kafir @ShubhankarVash1 @UdityaKumar12 @TheDinesh001 @goldyghuman @Rahulamitynoida @CrazySamaritan @amritpal89singh #INDIA #FarmersProtest #FarmersBill #FarmersWithModi #NarendraModi #Farmers #farmer #FarmLaws2020 

Request everyone to please watch this video once, a history we were never told, we were never taught !!

Big thanks to Sir @ImPuneetIssar

A must watch &gt;&gt;

https://t.co/9oj1mBiYca",Twitter for Android,1,3,KANPUR,request everyone please watch this video once history were never told were never taught big thanks sir must watch gtgt,POSITIVE
801,2020-12-27 17:35:14,"@mssirsa Request everyone to please watch this video once, a history we were never told, we were never taught !!

Big thanks to Sir @ImPuneetIssar

A must watch &gt;&gt;

https://t.co/9oj1mBiYca

#INDIA #FarmersProtest #FarmersBill #FarmersWithModi #NarendraModi #Farmers #farmer #FarmLaws2020",Twitter for Android,0,1,KANPUR,request everyone please watch this video once history were never told were never taught big thanks sir must watch gtgt,POSITIVE
802,2020-12-27 17:22:12,Fake narrative  drive on MSP by politicians  #FarmersBill,Twitter for Android,0,0,In Your Hearts,fake narrative drive msp politicians,NEGATIVE
803,2020-12-27 17:22:05,"@AsYouNotWish #JustinTrudeau has all #time to talk about #FarmersBill in #India,but has no #control on #LawAndOrder in his own #country where the #Baloch leader #KarimaBaloch was #murdered.What is happening with #Canada?It used to be #safe place for #citizens once upon a time! #FarmersWithModi",Twitter for Android,2,2,,has all talk about but has his own where the leader was what happening with used place for once upon time,NEGATIVE
804,2020-12-27 17:16:51,IWWH Ep 14: #WorldsLargestProtest in Human History in #India  https://t.co/B79ey44Gf2 via @YouTube Important for #world to know &amp;support the #FarmersProtest to put pressure on the #Fascist #Modi regime to #RepealtheBlackLaws. #StandWithFarmersChallenege #kisanandolan #FarmersBill,Twitter Web App,0,2,,iwwh human history via important for know ampsupport the put pressure the regime,NEGATIVE
805,2020-12-27 17:16:34,"BJP passing laws - ""It's my way or the highway""
Farmers be like - ""Highway it is"" 
#FarmersProstests #FarmersBill #RastaRoko",Twitter for Android,0,3,Mumbai,bjp passing laws its way the highway farmers like highway,NEGATIVE
806,2020-12-27 17:16:27,"It seems that the army of two countries stand face to face, farmers/ soldiers
 Anti-farmer government to stop farmers arriving from Maharashtra on Jaipur Delhi highway
 #We_Stand_with_Formers✌
 #FarmersBill
@DrDrnavjotsidhu @sherryontopp @arynewsud @RajaFaisal01 @soldierspeaks https://t.co/rCbTgz5gq7",Twitter for Android,0,3,Digital Pakistan ,seems that the army two countries stand face face farmers soldiers antifarmer government stop farmers arriving from maharashtra jaipur delhi highway,NEGATIVE
807,2020-12-27 17:16:07,If a law for farmers in not acceptable to them It makes no sense to keep it in place. (Though mostly its a state sponsored protest) the law should be repealed and the farmers should be allowed go down the path of misery they haven been on for years. #farmersrprotest #FarmersBill,Twitter for Android,0,0,pune,law for farmers not acceptable them makes sense keep place though mostly its state sponsored protest the law should repealed and the farmers should allowed down the path misery they haven been for years,NEGATIVE
808,2020-12-27 17:12:25,"If I was part of @INCIndia strategy team, I would have taken following stand on #FarmersBill

1.Thanked Modi for accepting INC proposal
2.Questioned @PMOIndia why bill was delayed
3.Requested @narendramodi to implement it well

 Unfortunately I am not part of team @RahulGandhi",Twitter for Android,9,38,Bangalore,was part strategy team would have taken following stand thanked modi for accepting inc proposal questioned why bill was delayed requested implement well unfortunately not part team,NEGATIVE
809,2020-12-27 17:03:15,@INCIndia And then a jobless 'Young' Man from your party goes to his hometown to Party while #Farmers are sitting in chilli weather in Delhi protesting the #FarmersBill,Twitter for Android,0,0,"Gurgaon, India",and then jobless young man from your party goes his hometown party while are sitting chilli weather delhi protesting the,NEGATIVE
810,2020-12-27 17:01:48,#मोदी_बकवास_बंद_कर More Disliked then Liked #ModiAgainstFarmers #FarmersBill #FarmersProstests #Farmers #KissanEktaJindabad #kissanAndolan #DigitalKisanMorcha #FarmersWithModi #FarmLawsOnlyFlaws https://t.co/8fRlaXYkpi,Twitter for iPhone,1,2,"Abbotsford, British Columbia",द_बकवस_बद_कर more disliked then liked,NEGATIVE
811,2020-12-27 17:01:40,Is it true ? #Farmers #FarmersBill https://t.co/v9nLg6uce1,Twitter for iPhone,1,4,"Ahmadabad City, India",true,POSITIVE
812,2020-12-27 17:00:34,PLEASE SIGN AND SHARE THE PETITION - 1 MILLION SIGNATURES NEEDED https://t.co/you6bCw9mm #kissanmovement #FarmersBill #FarmersWithModi,Twitter for iPhone,1,4,United States,please sign and share the petition million signatures needed,POSITIVE
813,2020-12-27 16:49:18,"Any comments on this @RahulGandhi ??

@republic @Republic_Bharat #farmersrprotest #FarmersBill #FarmersProtestHijacked #FarmersWithModi https://t.co/gS2bFICzed",Twitter for Android,1,3,,any comments this,NEGATIVE
814,2020-12-27 16:48:40,"Go through the thread and honest confession by Telangana CM that he is helpless,govt can’t keep subsidising farming endlessly, that cash transfers is the way,it incurred huge losses because govt had to procure and sell at a loss.Perfect way to justify why India needs #FarmersBill https://t.co/NEMvKSyrML",Twitter for iPhone,5,5,Hyderabad.,through the thread and honest confession telangana that helplessgovt cant keep subsidising farming endlessly that cash transfers the wayit incurred huge losses because govt had procure and sell lossperfect way justify why india needs,NEGATIVE
815,2020-12-27 16:39:28,"@RahulGandhi feel ashame of doing politics on National intrest. Our ward member has better knowledge and taught process than u please don't declare ur leader you are just a #PoliticalVulture #FarmersProtestHijacked 
#FarmersBill https://t.co/6jYX6LJOEg",Twitter for Android,0,0,Akhand Bharat ,feel ashame doing politics national intrest our ward member has better knowledge and taught process than please dont declare leader you are just,NEGATIVE
816,2020-12-27 16:22:11,"Art Work by @ibalarts 

#kisan #kisanandolan #KisanProtests #FarmersProstests #KisaanEktaZindabaad #KisaanMajdoorEktaZindabaad @IndianFarmers_ @KisanEktaMarch #FarmersProtest #FarmersBill #FarmerBill2020 https://t.co/8Pfl2ApYYq",Twitter for iPhone,1,5,"Punjab, India",art work,POSITIVE
817,2020-12-27 16:15:07,"@satishacharya Cricketers care for money, so it's just asking them to grow balls caz even if they grow any they just shiver like anything on listening #Feku's name
#FarmersBill 
#Farmer
#FarmersProtest
#ICCAwards 
#CoronavirusStrain 
#Coronavirus
#CoronaVaccine 
#INDvsAUS 
#Bigbash",Twitter for Android,0,0,,cricketers care for money its just asking them grow balls caz even they grow any they just shiver like anything listening name,NEGATIVE
818,2020-12-27 16:07:26,Why don't @ArvindKejriwal giving his resignation in protest against #FarmersBill ?,Twitter for Android,0,2,Akhand Bharat,why dont giving his resignation protest against,NEGATIVE
819,2020-12-27 16:07:18,"@IDFCFIRSTBank They are total pool of cheat people sitting around.
Infact they are so lame, they have only 2 branch in Capital #delhi
#debt #loan #FarmersBill #RIPBrodieLee #ICCAwards #bank #nifty #sensex #twitterclarets",Twitter Web App,0,2,Dark side of the moon🌑,they are total pool cheat people sitting around infact they are lame they have only branch capital,NEGATIVE
820,2020-12-27 16:03:56,"@ajay43 Coz, we have bigger issues running around than vaccine. #lovejihaad #FarmersBill #bengalelections #halalmeat",Twitter for Android,0,1,"Hyderabad, India",coz have bigger issues running around than vaccine,NEGATIVE
821,2020-12-27 16:00:59,"The Rahul itself said clearly that he supports the farmers need to sell directly to factory Then... 

Now he is protesting for the same farm law.

The problem with Rahul is, he needs to destroy our nation..

#FarmersWithModi 
#farmersrprotest 
#FarmerBill2020 
#FarmersBill https://t.co/GPSr00cyQr",Twitter for Android,0,0,Akanda Bharat,the rahul itself said clearly that supports the farmers need sell directly factory then now protesting for the same farm law the problem with rahul needs destroy our nation,POSITIVE
822,2020-12-27 15:59:26,"Farmers bang utensils at Delhi borders during PM Modi's '#MannKiBaat' address: Here are visuals of 32nd day of protest

#NarendraModi #farmersrprotest #Farmers #FarmersBill 

https://t.co/zrVj1treio",Twitter Web App,2,16,India,farmers bang utensils delhi borders during modis address here are visuals day protest,NEGATIVE
823,2020-12-27 15:53:11,Can’t stop Won’t stop #FarmersProtest #kissanektazindabad #FarmersBill https://t.co/0HUTPMFV3q,Twitter for iPhone,4,17,"Brampton, Ontario",cant stop wont stop,POSITIVE
824,2020-12-27 15:48:26,"“We are not demanding Khalistan, We are saving the nation from becoming Ambanistan &amp; Adanistan”

Singhu Border. #FarmerBill2020 #FarmersBill #Farmers https://t.co/aADpSM2ikp",Twitter for Android,0,1,"Hyderabad, India",are not demanding khalistan are saving the nation from becoming ambanistan amp adanistan singhu border,POSITIVE
825,2020-12-27 15:43:40,"LIVE | #ArvindKejriwal Latest Interview on News 18 Punjab | Must Watch https://t.co/5glW5ct1LF via @YouTube 
#FarmersProtest #FarmersBill",Twitter Web App,0,0,Lahore,live latest interview news punjab must watch via,POSITIVE
826,2020-12-27 15:42:38,@saahilmenghani @PrakashJavdekar @RahulGandhi @ArvindKejriwal @ManojTiwariMP @SanjayAzadSln Prakash Javedekar should ask Modiji to do press conference on #FarmersBill..,Twitter for Android,0,0,India,prakash javedekar should ask modiji press conference,NEGATIVE
827,2020-12-27 15:39:26,"It's @RahulGandhi vs @RahulGandhi himself.

@INCIndia @rawpolitics_IN
#farmersrprotest #farmersrprotest #FarmerBill2020 #FarmerBill2020 #FarmersBill https://t.co/DyQmOCfBxZ",Twitter for Android,2,3,,its himself,POSITIVE
828,2020-12-27 15:38:15,If this doesn’t say enough I’m not sure what will #sikh #kissanektazindabad #FarmersProtest #FarmersBill https://t.co/KwC3u1PhEl,Twitter for iPhone,3,13,"Brampton, Ontario",this doesnt say enough not sure what will,NEGATIVE
829,2020-12-27 15:31:54,".@ArvindKejriwal  doesn't have any idea about #FarmersBill .

He couldn't able to answer first question ""why he was teared farmer bill??""

He just did his drama in #vidhansabha 

Must Watch this👇

cc: @KapilMishra_IND @ManojTiwariMP https://t.co/MP3kePsa8x",Twitter Web App,0,0,"New Delhi, India",doesnt have any idea about couldnt able answer first question why was teared farmer bill just did his drama must watch this,NEGATIVE
830,2020-12-27 15:31:05,"No 'mai ka lal' can take away your land: Rajnath Singh says opposition 'misleading' farmers
#FarmersProtest
#FarmersBill
#ModiWithFarmers

https://t.co/jjOLRRXOJk

Download the Zee News App now:
https://t.co/g18UxTr8Ol

-Shared via ZeeNews",Twitter for Android,0,0,"Kolkata, India",mai lal can take away your land rajnath singh says opposition misleading farmers download the zee news app now shared via zeenews,NEGATIVE
831,2020-12-27 15:21:01,"NDA is imploding.

Universe has its ways, be patient everyone. 

#FarmersProtest #FarmersBill #FarmersWithModi",Twitter for Android,0,0,"New Delhi, India",nda imploding universe has its ways patient everyone,NEGATIVE
832,2020-12-27 15:16:37,#TNBJP’s Youth’s favorite leader @annamalai_k  explains benefits of #FarmersBill https://t.co/yUIZlPeJ6G,Twitter for iPhone,12,76,"England, United Kingdom",youths favorite leader explains benefits,POSITIVE
833,2020-12-27 15:15:41,Possible BJP govt has failed 2 address the issues related 2 #FarmersBill &amp; explain/assure the people about it. But opposition wale to kaamal hai. They worry abt ppl when only in opposition but when in power they worry abt their own pocket. AY should first answer about the scams. https://t.co/ooQD60Acei,Twitter for Android,0,0,India ,possible bjp govt has failed address the issues related amp explainassure the people about but opposition wale kaamal hai they worry abt ppl when only opposition but when power they worry abt their own pocket should first answer about the scams,NEGATIVE
834,2020-12-27 15:12:55,"Farmers Protest – Why Farmers are angry against the Government https://t.co/9c4g4zIq7u 
#FarmersProtest  #FarmersBill #Farmers #NewShot #like #like4likes #follow4follow #Twitter #Tweet #Indian #Delhi #protests2020",Twitter Web App,1,2,India,farmers protest why farmers are angry against the government,NEGATIVE
835,2020-12-27 15:02:05,@RahulGandhi listen to your own words 🙏🏻 #FarmersBill #FarmersWithModi https://t.co/qSCdHdU1SM,Twitter for iPhone,0,1,,listen your own words,POSITIVE
836,2020-12-27 14:54:46,"@tavleen_singh Seriously?!?! Just because your nincompoop son was shown his rightful place by the govt, you'll peddle any crap?
If something is done for the good of people let it come with arrogance or without, who cares?
Ultimately farmers are happy about the #FarmersBill, that's what matters.",Twitter for Android,0,2,mumbai,seriously just because your nincompoop son was shown his rightful place the govt youll peddle any crap something done for the good people let come with arrogance without who cares ultimately farmers are happy about the thats what matters,NEGATIVE
837,2020-12-27 14:21:12,So true @sagarikaghose .. #FarmersBill #HonestConfession https://t.co/Sq0bQ2L9nU,Twitter for Android,0,1,"Patna, India",true,POSITIVE
838,2020-12-27 14:14:41,"When farmers says “unki jameene chin li jaengi” what they mean is they will be in such debts or the farming will not be profitable, which will end them to sell their farm lands. 
#agriculture #farmersrprotest #FarmersProtest #FarmersBill #Farmers",Twitter for iPhone,0,1,"Chandigarh, India",when farmers says unki jameene chin jaengi what they mean they will such debts the farming will not profitable which will end them sell their farm lands,NEGATIVE
839,2020-12-27 14:12:28,RahulG did his 2 minutes drama.  #FarmersBill worked so hard to create chaos.. now poor child need to rest and relax in Italy.,Twitter for Android,2,3,India,rahulg did his minutes drama worked hard create chaos now poor child need rest and relax italy,POSITIVE
840,2020-12-27 14:05:19,"@ArvindKejriwal has dared centre to debate with #farmers in public. It’s a great suggestion, I think centre should go for it. It will be difficult for farmers to refute logic publicly #FarmersProtest #FarmersBill",Twitter for iPhone,0,0,"Mumbai, India",has dared centre debate with public its great suggestion think centre should for will difficult for farmers refute logic publicly,POSITIVE
841,2020-12-27 14:00:39,See how Modiji makes a goal of #FarmersBill but ultimately the results! Please watch till end of video! https://t.co/iJtZ8Q0xS7,Twitter for iPhone,0,0,"Thane, Mumbai, Maharashtra",see how modiji makes goal but ultimately the results please watch till end video,POSITIVE
842,2020-12-27 13:58:53,"‘Urging Centre with folded hands farmers are our people,’ says Kejriwal as he visits Singhu - india news - Hindustan Times
#FarmersBill #FarmersProtest
#FarmersWithModi
#BoycottJioSIM
https://t.co/cOeqrWU6RS",Twitter for Android,0,0,fort kochi,urging centre with folded hands farmers are our people says kejriwal visits singhu india news hindustan times,NEGATIVE
843,2020-12-27 13:57:09,"@the_hindu Double face snake @ArvindKejriwal  #FarmersBill #ShaheenBagh  

Never Forget This Sanghi 

 https://t.co/9CWfz5BhgH",Twitter for Android,0,0,charminar,double face snake never forget this sanghi,POSITIVE
844,2020-12-27 13:55:12,"https://t.co/8MP8mwv5be
Condition of #democracy under #BJP 
#BJP_भगाओ_देश_बचाओ #BJPdestroysDemocracy #FarmersProtest #FarmLawsOnlyFlaws #FarmersBill #FarmBills2020 #privatisation",Twitter for Android,0,0,"Gujarat, India",condition under ओ_दश_बचओ,NEGATIVE
845,2020-12-27 13:53:42,"Hope it is not true. 
But the time line confirms..
18 meetings with #China premier must have been the only REASON to keep a mum, what may  come. 
And same is the case with #FarmersBill for  #AmbaniAdaniGang https://t.co/JiMY3y02qg",Twitter for Android,0,1,India,hope not true but the time line confirms meetings with premier must have been the only reason keep mum what may come and same the case with for,NEGATIVE
846,2020-12-27 13:52:29,"@BKU_KisanUnion Why to spread religious hate against Hindus and how is it going to help getting laws reforms?

#kisanandolan #kisanprotest #FarmersBill #farmerprorest #FarmersProtest #FarmersProtestDelhi2020",Twitter for iPhone,0,0,,why spread religious hate against hindus and how going help getting laws reforms,NEGATIVE
847,2020-12-27 13:51:38,"I challenge those from the Central government who know the most about the #FarmLaws to debate with the farmer leaders in public. They say that farmers do not know enough, it will be proven who knows more
@ArvindKejriwal 
#FarmersProtest 
#FarmersBill https://t.co/FuPqsGrXfR",Twitter Web App,0,1,"Bhubaneshwar, India",challenge those from the central government who know the most about the debate with the farmer leaders public they say that farmers not know enough will proven who knows more,NEGATIVE
848,2020-12-27 13:51:35,#Farmers are the back bone of our country.we are fully supporting the agitation of #FarmersProtest and we want #FarmersBill to be taken back.,Twitter for Android,0,1,Jammu,are the back bone our countrywe are fully supporting the agitation and want taken back,NEGATIVE
849,2020-12-27 13:50:33,"⁦@BKU_KisanUnion⁩ what does hate against Hindu have anything to do with Kisan andolan to get Kisan laws reforms? Why hate against Hindus, temples &amp; Brahmins? Why religious hate is being spread?
#FarmersBill #kisanandolan #farmerprotest  https://t.co/YnkFUzJjpl",Twitter for iPhone,0,0,,what does hate against hindu have anything with kisan andolan get kisan laws reforms why hate against hindus temples amp brahmins why religious hate being spread,NEGATIVE
850,2020-12-27 13:49:01,It’s amazing how politicians like @ArvindKejriwal and @RahulGandhi    are making a fool of #Farmers. However it also makes one wonder about the intelligence of these farmers #FarmersProtest #FarmersBill,Twitter for iPhone,0,1,"Mumbai, India",its amazing how politicians like and are making fool however also makes one wonder about the intelligence these farmers,POSITIVE
851,2020-12-27 13:29:09,"@harshmadhusudan The colonisers who set up the agricultural network to rob #lagaan from farmers. 

When it’s #decolonised &amp; liberated by new #FarmersBill no wonder the colonised ecosystem is out to distort the narrative.

Ecosystem was flogging state for farmers suicides, now against solutions. https://t.co/hAsxNFTvd6",Twitter for iPhone,2,4,Firangistan,the colonisers who set the agricultural network rob from farmers when its amp liberated new wonder the colonised ecosystem out distort the narrative ecosystem was flogging state for farmers suicides now against solutions,NEGATIVE
852,2020-12-27 13:27:05,Some so called Farmers are trying to  ruin the progress of Real #Farmers. As of Real #Farmers are busy in there field cultivation and improving their future. #FarmersBill #FarmersWithModi #FarmersSupportNewBill https://t.co/NUQdJWEw4a,Twitter for Android,118,19,"Prayagraj, India",some called farmers are trying ruin the progress real real are busy there field cultivation and improving their future,NEGATIVE
853,2020-12-27 13:25:52,"How much more hypocrisy of @RahulGandhi and @INCIndia will India, witness ? 
#Farmers have long been deceived without reforms, and freerun to middlemen, by Congress.
#FarmersBill2020 
#FarmersBill #FarmerProtests https://t.co/Heb80bAx97",Twitter for Android,1,0,,how much more hypocrisy and will india witness have long been deceived without reforms and freerun middlemen congress,NEGATIVE
854,2020-12-27 13:24:18,"Very informed and progressive protest! India has already slipped 6th position behind UK now in the economy and China is going to overtake USA! 
People in India are busy destroying properties and infrastructure 😰
#FarmersProtest #FarmersBill #Punjab https://t.co/7O8qnkRi6w",Twitter Web App,0,1,United Kingdom,very informed and progressive protest india has already slipped position behind now the economy and china going overtake usa people india are busy destroying properties and infrastructure,NEGATIVE
855,2020-12-27 13:21:24,"IT cell feeling the attack is intended towards them!
#FarmersProtest #FarmersBill https://t.co/EwoiWIUGJ3",Twitter Web App,0,1,"Bangalore,Karnataka",cell feeling the attack intended towards them,NEGATIVE
856,2020-12-27 13:15:03,"PM Modi Meets President Kovind To Discuss Various Issues: 
The meeting comes after Modi had visited Leh earlier this week &amp; addressed soldiers following the June 15 clashes

DO WE EXPECT SOME BIG CHANGES IN THE #FarmersBill 

#FarmerProtest https://t.co/mGcdOj5Nsm",Twitter Web App,2,2,GREATER NOIDA,modi meets president kovind discuss various issues the meeting comes after modi had visited leh earlier this week amp addressed soldiers following the june clashes expect some big changes the,POSITIVE
857,2020-12-27 13:14:59,@TheDailyPioneer @ArvindKejriwal Doesn't the #FarmersBill say #MSP is not withdrawn no land will be taken aren't you educated to understand you're but same time you are just playing #Politics with innocent #Farmers sad you're afraid of speaking #Truth,Twitter for Android,0,0,"ÜT: 17.423289,78.4438978",doesnt the say not withdrawn land will taken arent you educated understand youre but same time you are just playing with innocent sad youre afraid speaking,NEGATIVE
858,2020-12-27 13:10:33,"#BJP has killed both #Jawan #Kissan 
#Atal j by ending Pension of #employees they get second job also where they did't get #Pension 
#PMModi by make anti #FarmersBill 
#मोदी_बकवास_बंद_कर #ईवीएम_हटाओ_किसान_बचाओ #justiceforsnehalatha  #JJP_किसान_का_साथ_दो",Twitter Web App,0,0,,has killed both ending pension they get second job also where they didt get make anti द_बकवस_बद_कर एम_हटओ_कसन_बचओ सन_क_सथ_द,NEGATIVE
859,2020-12-27 13:08:24,"I decided to make a video on MSP and why it can't or can be legalized? It's implications in terms of trade and economy. Please watch with patience.
#FarmBills2020 #FarmersProtest #FarmersBill 
https://t.co/puPm244qpR",Twitter Web App,1,1,Lucknow,decided make video msp and why cant can legalized its implications terms trade and economy please watch with patience,NEGATIVE
860,2020-12-27 13:08:23,"@TheDailyPioneer @ArvindKejriwal Let's put this in a different perspective why not tell educate the #FarmersBill without any biased truth is being hidden just for a #Politics be a true and good leader and set an example 
#honestfarmerswithpmmodi",Twitter for Android,0,1,"ÜT: 17.423289,78.4438978",lets put this different perspective why not tell educate the without any biased truth being hidden just for true and good leader and set example,POSITIVE
861,2020-12-27 13:03:23,"#FarmersBill
Stand with farmers",Twitter for Android,0,0,"New Delhi, India",stand with farmers,POSITIVE
862,2020-12-27 12:54:02,@KirronKherBJP @narendramodi Same on you. Chandigarh has maximum association with farming and arthiya families. You should quit party and join protest. @pawanbansal_chd #KisanEktaMorcha #FarmerBill2020 #tractor2ਟਵਿਟਰ #FarmAct2020 #FarmersBill,Twitter for iPhone,0,0,"Chandigarh, India",same you chandigarh has maximum association with farming and arthiya families you should quit party and join protest,POSITIVE
863,2020-12-27 12:22:48,"Farmer's opinion across #India to be considered for #FarmerBill2020 &amp; not only from udta punjab
#FarmersWithModi
#FarmersBill",Twitter for Android,0,0,,farmers opinion across considered for amp not only from udta punjab,POSITIVE
864,2020-12-27 12:13:58,"Hello @sagarikaghose, Govt got the idea of #FarmersBill from your tweet only 😂 https://t.co/juwRl2BELg",Twitter for Android,0,0,India,hello govt got the idea from your tweet only,NEGATIVE
865,2020-12-27 11:53:01,"What the agenda?
#FarmersBill
#RaGa #Pappu #farmersrprotest
#ModiWithFarmers #PanchayatToParliamentBJP https://t.co/azp2AZPg4Y",Twitter for Android,0,0,Planet Nine,what the agenda,POSITIVE
866,2020-12-27 11:49:40,"This is anarchy . This has to stop.
#farmersrprotest
#RelianceJio
#FarmersBill
https://t.co/Tu4RozhndH",Twitter for Android,0,0,Patna,this anarchy this has stop,NEGATIVE
867,2020-12-27 11:35:37,"Cute Kids: Go to Disneyland
Crack Adults: Go to Singhu Border 
Chaman Legends: Go to Milan😂

#FarmersProtest #FarmersBill https://t.co/cLk0QTIMQU",Twitter for iPhone,1,9,Ki Farak Penda,cute kids disneyland crack adults singhu border chaman legends milan,POSITIVE
868,2020-12-27 11:33:06,"We completely agree but start paying taxes #nothingisfree #FarmersProtest
#FarmersBill
#FarmersBill2020
https://t.co/Oa4THC98Pa",Twitter for Android,0,0,,completely agree but start paying taxes,POSITIVE
869,2020-12-27 11:30:19,"The real farmer is still toiling and working hard at the farm far away from all this noise.
Pause to see the truth.
#FarmersProtest #FarmersBill #FarmBills2020 @BJP4India #NarendraModi @diljitdosanjh @KanganaTeam",Twitter for Android,0,0,,the real farmer still toiling and working hard the farm far away from all this noise pause see the truth,POSITIVE
870,2020-12-27 11:17:31,"Sums up the Gandhi-Vadra family drama.🙃
 
ज़रूर देखें।

#FarmersWithModi
#FarmLaws2020 
#FarmersProtest 
#FarmerBill2020 
#RahulGandhi 
#CongressMarchForFarmers 
#CongressMuktBharat 
#FarmersProtests 
#FarmersBill 
#FarmersProtestHijacked 
#FarmBills2020 https://t.co/EG5FYnnTtl",Twitter for Android,0,0,,sums the gandhivadra family drama जरर,POSITIVE
871,2020-12-27 11:17:05,Congress is committed to oppose the implementation of #FarmersBill even in Italy. - @RahulGandhi in #Milan,Twitter Web App,6,46,"Delhi, India",congress committed oppose the implementation even italy,NEGATIVE
